INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340001', 'KH79845', '2020-08-23 07:56:15', '124377200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340002', 'KH10929', '2021-04-04 13:15:41', '95612860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340003', 'KH22144', '2020-05-18 02:59:17', '92981460')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340004', 'KH46520', '2021-05-26 12:33:51', '25880000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340005', 'KH20912', '2020-09-16 19:50:56', '40631850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340006', 'KH01513', '2020-09-23 14:03:33', '117444040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340007', 'KH46558', '2020-09-10 10:18:05', '62971050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340008', 'KH74272', '2021-03-18 11:56:30', '114825000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340009', 'KH67730', '2021-06-11 06:21:03', '137595700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340010', 'KH48214', '2021-04-06 14:06:46', '74297550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340011', 'KH50212', '2021-01-29 08:03:59', '65367000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340012', 'KH09563', '2020-07-30 21:38:41', '71677550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340013', 'KH31082', '2021-05-17 22:44:11', '15849450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340014', 'KH42334', '2020-08-23 10:41:10', '29820690')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340015', 'KH14209', '2020-07-25 14:34:54', '118164240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340016', 'KH30218', '2021-04-01 03:20:51', '45485000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340017', 'KH19880', '2020-08-18 19:07:22', '59041010')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340018', 'KH43349', '2020-12-11 16:21:42', '20144790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD340019', 'KH89667', '2021-05-30 20:25:17', '122670480')
