INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410001', 'KH43000', '2020-10-04 07:34:46', '9057555')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410002', 'KH42457', '2020-07-13 01:09:53', '36767205')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410003', 'KH01446', '2020-09-25 12:44:45', '108850680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410004', 'KH95578', '2020-09-19 01:32:54', '52572600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410005', 'KH75688', '2020-06-28 23:44:03', '18138645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410006', 'KH84980', '2020-06-26 22:28:12', '43218450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410007', 'KH17498', '2020-10-18 02:36:20', '45003645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410008', 'KH38055', '2020-10-07 03:34:19', '19281195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410009', 'KH15076', '2020-09-27 15:11:38', '45212000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410010', 'KH04976', '2020-09-25 17:22:40', '38087145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410011', 'KH53363', '2021-06-07 23:40:19', '50413545')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410012', 'KH68142', '2020-12-21 17:41:17', '16864380')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410013', 'KH50780', '2020-12-10 12:25:34', '33726195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410014', 'KH28104', '2021-06-08 05:35:02', '49044645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410015', 'KH56614', '2021-02-01 06:43:34', '119678160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410016', 'KH21521', '2020-12-05 11:17:37', '100439040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410017', 'KH88171', '2020-06-22 21:05:56', '8347770')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410018', 'KH73562', '2020-09-11 03:53:33', '96120315')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410019', 'KH38074', '2020-10-26 04:30:08', '197705800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410020', 'KH20153', '2021-02-19 14:15:59', '28660950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410021', 'KH59746', '2021-06-24 00:34:43', '20446245')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410022', 'KH64602', '2020-08-25 06:52:48', '13238145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410023', 'KH26539', '2020-08-30 11:23:59', '32759145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410024', 'KH68603', '2021-05-27 08:04:48', '47425500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410025', 'KH41154', '2020-08-06 19:03:43', '15732045')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410026', 'KH90185', '2021-04-26 09:56:54', '62856540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410027', 'KH55940', '2020-07-04 12:33:30', '57699000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD410028', 'KH48920', '2020-05-10 20:12:02', '44383950')
