INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250001', 'KH36084', '2020-05-10 09:28:50', '65711790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250002', 'KH87411', '2021-06-16 02:54:43', '58411350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250003', 'KH78182', '2021-02-23 02:47:15', '80354700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250004', 'KH79098', '2021-04-11 19:13:43', '72654435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250005', 'KH58830', '2020-06-09 03:59:19', '67523085')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250006', 'KH94867', '2020-11-03 10:39:02', '64962900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250007', 'KH88573', '2020-11-06 03:57:07', '31994685')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250008', 'KH64458', '2021-05-28 13:35:58', '64856640')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250009', 'KH69197', '2020-07-27 16:41:28', '14310135')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250010', 'KH82485', '2020-09-03 18:20:39', '46376685')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250011', 'KH88433', '2020-06-01 10:37:36', '37770435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250012', 'KH67531', '2021-01-13 00:58:20', '32468850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250013', 'KH98757', '2021-03-27 00:01:22', '121151250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250014', 'KH87204', '2020-07-04 10:17:08', '86170770')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250015', 'KH58354', '2021-03-25 06:47:30', '37455885')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250016', 'KH66396', '2020-07-29 02:45:32', '51643350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250017', 'KH85295', '2020-10-09 00:07:12', '87544395')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250018', 'KH21224', '2020-08-01 04:04:20', '157688100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250019', 'KH35377', '2020-10-17 20:13:26', '89928800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250020', 'KH52130', '2021-03-20 01:41:54', '31214295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250021', 'KH29160', '2020-07-14 10:49:53', '64666350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250022', 'KH58364', '2020-05-29 20:40:16', '16893675')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250023', 'KH73862', '2020-11-03 11:19:35', '66325500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250024', 'KH55810', '2020-10-25 13:32:40', '36797895')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250025', 'KH71478', '2020-10-19 05:42:22', '2680200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250026', 'KH95382', '2021-06-07 02:23:24', '65717460')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250027', 'KH82710', '2020-10-05 04:32:47', '140616000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250028', 'KH77235', '2020-09-05 04:53:17', '14809635')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250029', 'KH62561', '2021-06-24 16:33:06', '91707660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250030', 'KH62664', '2021-02-25 15:11:36', '15532650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250031', 'KH37102', '2021-04-17 04:17:23', '28066140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250032', 'KH84676', '2020-09-16 21:25:33', '8973675')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250033', 'KH37024', '2020-05-17 12:22:13', '37760850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250034', 'KH06773', '2021-03-09 00:05:57', '36077400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250035', 'KH17017', '2021-02-27 12:47:52', '28210050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250036', 'KH07788', '2020-05-27 17:27:49', '9931365')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250037', 'KH46774', '2020-05-24 10:18:31', '39135645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250038', 'KH40715', '2020-09-01 11:37:24', '60781185')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250039', 'KH37658', '2021-02-05 22:04:48', '70275180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250040', 'KH27916', '2021-02-19 01:13:47', '214385760')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250041', 'KH25481', '2021-06-06 11:28:34', '88870500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250042', 'KH73719', '2020-11-28 03:09:25', '144423540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250043', 'KH01631', '2020-09-09 13:40:55', '67281435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250044', 'KH08670', '2020-11-12 18:38:57', '123907050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250045', 'KH95075', '2020-07-12 17:51:14', '89249850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250046', 'KH87333', '2020-08-30 13:39:04', '18441000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250047', 'KH24438', '2021-02-09 11:07:51', '72233775')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250048', 'KH15891', '2020-12-20 14:42:13', '109458900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250049', 'KH20884', '2020-12-19 16:12:05', '35358390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250050', 'KH64782', '2021-04-19 02:06:00', '86477850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250051', 'KH29602', '2020-10-05 13:27:46', '15434550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250052', 'KH03765', '2021-03-29 19:33:19', '48621285')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250053', 'KH05862', '2021-04-10 08:37:20', '56836935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250054', 'KH01658', '2020-06-01 10:55:19', '43034895')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250055', 'KH93807', '2021-02-11 11:54:28', '14915700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250056', 'KH81948', '2021-06-10 03:05:58', '43268985')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250057', 'KH94657', '2021-05-06 20:18:30', '68442435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250058', 'KH62155', '2020-08-10 20:20:32', '48928185')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250059', 'KH95768', '2020-07-03 20:41:43', '160861500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250060', 'KH12703', '2020-12-05 01:13:52', '49172400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250061', 'KH38235', '2021-04-03 19:34:29', '43123545')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250062', 'KH89906', '2021-03-22 09:46:23', '45887085')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250063', 'KH30914', '2021-02-19 20:20:38', '58476600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250064', 'KH74653', '2020-10-08 20:31:12', '55321515')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250065', 'KH37381', '2021-01-25 02:53:44', '103943340')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250066', 'KH61433', '2021-01-06 21:12:13', '28431000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250067', 'KH26568', '2020-09-23 22:38:26', '54661725')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250068', 'KH52197', '2020-09-19 01:07:49', '71400285')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250069', 'KH74302', '2021-02-03 15:29:06', '70521300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250070', 'KH11901', '2021-01-29 10:37:32', '71105400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250071', 'KH43722', '2021-06-10 02:51:28', '88854300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250072', 'KH30601', '2021-01-10 04:18:32', '22211280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250073', 'KH63044', '2021-05-02 15:53:53', '39515850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250074', 'KH23199', '2021-01-27 08:47:26', '108878850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD250075', 'KH60263', '2020-08-06 13:38:37', '46671795')
