INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050001', 'KH49905', '2020-12-23 16:57:52', '44689770')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050002', 'KH42186', '2020-12-23 02:09:04', '19710900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050003', 'KH92174', '2020-12-22 05:58:21', '28167480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050004', 'KH90710', '2020-08-12 08:03:43', '22687290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050005', 'KH25571', '2020-12-14 20:13:51', '73448010')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050006', 'KH17006', '2021-02-16 15:57:26', '96776235')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050007', 'KH31112', '2020-07-01 01:33:26', '57012300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050008', 'KH23438', '2020-11-24 17:31:32', '43605900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050009', 'KH55015', '2020-10-10 18:49:36', '25236000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050010', 'KH22295', '2021-05-11 21:02:11', '31974390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050011', 'KH25106', '2021-01-12 04:23:45', '31255290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050012', 'KH29514', '2021-06-02 09:34:53', '14865750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050013', 'KH71003', '2020-10-30 04:26:24', '35530560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050014', 'KH59424', '2020-09-21 04:02:47', '44657190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050015', 'KH74881', '2021-01-16 00:33:30', '91764450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050016', 'KH21337', '2020-06-11 11:00:21', '19548000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050017', 'KH46430', '2020-10-27 04:22:01', '2058930')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050018', 'KH01521', '2020-06-27 22:26:04', '46467090')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050019', 'KH44637', '2020-07-14 16:41:16', '124098750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050020', 'KH39114', '2021-01-04 02:03:07', '33094530')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050021', 'KH51415', '2020-07-06 21:52:54', '23697900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050022', 'KH73891', '2021-01-13 16:34:19', '128958600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050023', 'KH83816', '2020-09-02 19:01:04', '98680590')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050024', 'KH51903', '2021-05-06 15:00:37', '201659150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050025', 'KH09726', '2021-06-26 03:43:17', '46830870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050026', 'KH53158', '2020-06-20 02:39:31', '59442300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050027', 'KH30830', '2020-06-28 04:43:12', '56450250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050028', 'KH10455', '2020-08-15 14:12:47', '59063490')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050029', 'KH78002', '2021-05-17 15:44:07', '18836190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050030', 'KH03994', '2020-05-24 16:46:16', '15218100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050031', 'KH34458', '2020-06-22 12:03:30', '67473900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050032', 'KH28314', '2020-10-23 00:41:29', '96970590')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050033', 'KH85768', '2020-11-20 18:00:39', '34404480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050034', 'KH34518', '2020-12-10 11:18:38', '44584290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050035', 'KH26962', '2021-01-04 01:16:36', '30554550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050036', 'KH26158', '2020-05-06 10:08:24', '8965890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050037', 'KH88961', '2020-10-27 07:17:41', '244767600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050038', 'KH65548', '2021-01-02 03:07:24', '40441500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050039', 'KH40427', '2020-08-30 10:22:25', '144403740')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050040', 'KH39718', '2020-12-08 21:08:47', '101430000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050041', 'KH75866', '2021-05-03 22:31:28', '202260330')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050042', 'KH20009', '2020-08-02 03:09:08', '17476200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050043', 'KH05328', '2021-02-14 03:03:08', '10494450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050044', 'KH40283', '2021-05-06 15:58:56', '45688050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050045', 'KH58109', '2020-07-15 05:13:52', '8004240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050046', 'KH24966', '2021-01-21 08:12:04', '61190190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050047', 'KH22972', '2021-05-23 09:54:06', '97632800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050048', 'KH30546', '2020-11-15 23:37:33', '18818550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050049', 'KH11632', '2020-05-27 00:50:20', '69955290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050050', 'KH09746', '2020-11-05 07:21:32', '48443670')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050051', 'KH12584', '2020-08-01 20:04:37', '14982390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD050052', 'KH05877', '2020-08-18 04:37:13', '47923290')
