INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200001', 'KH82086', '2021-01-24 07:35:11', '22788900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200002', 'KH54509', '2021-01-22 09:46:04', '125268660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200003', 'KH19205', '2020-08-02 07:59:19', '74387790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200004', 'KH06040', '2020-05-16 09:01:47', '20839815')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200005', 'KH15197', '2021-01-06 16:53:28', '7882875')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200006', 'KH53851', '2021-05-02 22:59:53', '29677050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200007', 'KH13198', '2020-08-31 22:04:25', '42553440')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200008', 'KH53255', '2021-05-30 08:56:41', '12617145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200009', 'KH42619', '2020-10-10 12:45:56', '25742295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200010', 'KH18954', '2021-02-06 00:45:19', '37574145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200011', 'KH03662', '2021-01-14 09:27:31', '44275590')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200012', 'KH30745', '2020-07-30 10:00:18', '150275820')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200013', 'KH29658', '2020-09-07 04:01:06', '22194450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200014', 'KH26522', '2021-04-17 13:50:17', '70090380')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200015', 'KH14552', '2020-08-13 04:55:26', '43117065')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200016', 'KH79145', '2021-03-08 20:25:54', '43054245')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200017', 'KH62749', '2021-02-09 01:43:42', '77641020')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200018', 'KH15616', '2021-01-11 07:28:29', '68332095')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200019', 'KH90565', '2020-11-11 09:59:46', '56411595')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200020', 'KH54761', '2020-11-15 11:10:17', '24247800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200021', 'KH80450', '2021-02-26 02:24:39', '15597450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200022', 'KH63273', '2020-10-31 05:46:43', '39541950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200023', 'KH16579', '2021-05-25 13:08:55', '30842100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200024', 'KH56484', '2020-12-16 07:47:24', '4656420')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200025', 'KH98749', '2020-09-05 14:14:04', '195825600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200026', 'KH59006', '2020-11-26 03:50:42', '90642780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200027', 'KH98432', '2021-06-28 10:58:55', '68717790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200028', 'KH61867', '2020-12-19 17:44:26', '37227840')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200029', 'KH07838', '2020-08-31 11:01:10', '53722800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200030', 'KH68472', '2020-05-25 06:41:44', '75118950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200031', 'KH70233', '2020-07-02 23:37:05', '21993300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200032', 'KH07767', '2020-11-23 16:18:16', '18211860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200033', 'KH70548', '2020-09-12 22:20:31', '18844695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200034', 'KH81196', '2021-02-24 11:47:39', '60849900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200035', 'KH34767', '2021-05-01 22:08:49', '50304870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200036', 'KH72192', '2020-08-08 11:59:26', '116454780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200037', 'KH68520', '2020-05-12 13:09:45', '59631370')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200038', 'KH78543', '2020-12-22 20:29:52', '52845345')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200039', 'KH03304', '2020-10-01 05:52:46', '14236695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200040', 'KH80210', '2021-02-23 06:23:50', '78762600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200041', 'KH29363', '2020-12-21 05:06:38', '29114970')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200042', 'KH19268', '2020-11-23 11:15:33', '68463630')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200043', 'KH76373', '2021-02-05 10:17:36', '11186595')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200044', 'KH82245', '2020-06-19 23:35:02', '29336850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200045', 'KH94561', '2021-01-04 03:13:47', '56862450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200046', 'KH76135', '2021-01-12 17:23:49', '28794195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200047', 'KH72587', '2021-05-30 02:44:05', '8337645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200048', 'KH24026', '2020-08-09 06:27:47', '26926245')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200049', 'KH54976', '2021-05-23 06:03:36', '160612520')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200050', 'KH99539', '2020-10-12 09:57:34', '52284195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200051', 'KH43430', '2020-09-18 02:12:42', '75694230')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200052', 'KH41323', '2020-08-01 21:56:43', '9471060')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200053', 'KH03605', '2020-06-03 14:53:42', '25569000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200054', 'KH80968', '2020-08-28 11:54:41', '84889035')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200055', 'KH79447', '2020-09-06 16:21:25', '26942400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200056', 'KH65815', '2020-10-16 23:54:45', '9431145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200057', 'KH52040', '2021-04-26 21:32:25', '53754310')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200058', 'KH15005', '2021-01-25 00:38:15', '45419670')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200059', 'KH51147', '2021-06-14 12:27:04', '26002845')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200060', 'KH51420', '2020-08-05 23:08:33', '72099450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200061', 'KH19257', '2020-10-15 10:36:41', '29954745')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200062', 'KH61322', '2021-06-11 16:11:01', '67716090')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200063', 'KH20038', '2021-03-25 03:31:13', '56812050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200064', 'KH63219', '2020-09-19 06:58:34', '39487950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200065', 'KH02929', '2021-06-11 19:00:17', '48693195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200066', 'KH92626', '2020-09-06 15:35:52', '26658360')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200067', 'KH68818', '2020-09-03 20:03:41', '16884000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200068', 'KH73474', '2020-12-29 09:45:16', '72964935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200069', 'KH93227', '2020-05-01 19:43:03', '9670500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200070', 'KH52046', '2021-02-01 07:24:20', '42832350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200071', 'KH28411', '2020-10-11 04:22:31', '62094195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200072', 'KH02658', '2020-11-30 06:56:47', '20514645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200073', 'KH27420', '2020-06-21 01:56:10', '146850660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200074', 'KH99429', '2021-04-11 17:20:07', '7162290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200075', 'KH10841', '2021-06-22 03:12:18', '15322545')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200076', 'KH64050', '2020-11-20 16:56:38', '25507350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200077', 'KH70394', '2021-05-14 09:07:34', '46371645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200078', 'KH57881', '2021-05-24 18:19:34', '28183500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200079', 'KH23052', '2020-10-24 21:45:20', '99192600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200080', 'KH32913', '2020-07-18 08:16:58', '8117100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200081', 'KH72622', '2020-10-27 01:20:42', '56679390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200082', 'KH56843', '2021-01-08 13:02:22', '89168580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200083', 'KH04115', '2020-06-14 06:24:58', '171752400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200084', 'KH01509', '2021-03-11 09:01:12', '15968745')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200085', 'KH61996', '2021-05-09 13:39:07', '108678195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200086', 'KH10423', '2021-03-03 05:13:15', '11858400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200087', 'KH38403', '2020-05-18 06:08:31', '71385210')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200088', 'KH02781', '2020-07-18 03:29:34', '32037750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200089', 'KH53999', '2020-07-12 22:04:51', '91739460')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200090', 'KH14417', '2021-02-05 08:23:14', '45137295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200091', 'KH56792', '2020-07-05 05:06:18', '15046650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200092', 'KH03007', '2020-12-02 04:26:32', '1935450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200093', 'KH84267', '2021-04-03 01:59:15', '22972005')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200094', 'KH19205', '2021-06-02 06:23:47', '22759695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200095', 'KH20402', '2021-02-28 13:30:33', '100169145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200096', 'KH42379', '2021-04-24 08:00:48', '76683645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200097', 'KH41524', '2020-05-26 22:54:37', '43532145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200098', 'KH88169', '2020-12-26 03:20:24', '11808900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200099', 'KH79530', '2020-07-25 15:15:51', '23870790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200100', 'KH24609', '2020-09-24 12:24:56', '54433440')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200101', 'KH10795', '2020-10-15 00:10:46', '35671500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200102', 'KH22209', '2021-01-08 15:14:26', '35796150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200103', 'KH96438', '2020-10-17 08:42:40', '13628745')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200104', 'KH89462', '2021-05-10 13:07:25', '18035100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200105', 'KH69598', '2020-08-05 03:50:18', '34404435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200106', 'KH86438', '2020-06-26 22:37:21', '39562695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200107', 'KH61531', '2021-06-09 13:19:38', '19062900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200108', 'KH97689', '2020-06-26 09:19:27', '146778480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200109', 'KH37664', '2021-05-20 00:25:58', '27461655')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200110', 'KH28453', '2020-10-18 02:19:42', '28750950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200111', 'KH18215', '2020-07-25 08:20:39', '53904195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200112', 'KH80174', '2020-08-21 04:39:53', '15363900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200113', 'KH21483', '2020-10-22 02:56:04', '25469145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200114', 'KH39208', '2021-03-11 20:25:16', '36444195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200115', 'KH49917', '2020-09-20 13:06:47', '11271690')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200116', 'KH57344', '2020-11-07 16:57:37', '17073450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200117', 'KH45465', '2020-12-31 04:57:28', '25875450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200118', 'KH38268', '2021-02-16 05:45:13', '79756290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200119', 'KH14262', '2020-08-20 05:29:02', '106609500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200120', 'KH36691', '2020-05-06 02:57:09', '24418845')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200121', 'KH49011', '2021-06-03 22:46:52', '27689625')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200122', 'KH80877', '2020-08-24 09:29:05', '31180500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD200123', 'KH64515', '2020-06-22 03:03:16', '40466475')
