INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400001', 'KH00798', '2021-03-02 10:28:38', '138837800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400002', 'KH72120', '2020-12-18 00:38:14', '26368695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400003', 'KH17699', '2020-08-05 12:40:57', '13732695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400004', 'KH40210', '2020-07-15 17:30:50', '150533460')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400005', 'KH38455', '2020-09-29 22:48:46', '65791800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400006', 'KH66760', '2021-03-28 14:48:08', '198089820')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400007', 'KH76506', '2020-12-04 14:53:43', '23340195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400008', 'KH42095', '2021-06-03 00:20:58', '26810145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400009', 'KH85114', '2020-12-21 10:54:31', '42834195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400010', 'KH71780', '2021-04-27 19:13:46', '71314695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400011', 'KH48340', '2020-06-06 09:34:52', '48331395')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400012', 'KH96480', '2020-11-13 13:05:06', '56055195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400013', 'KH99106', '2020-07-02 20:02:37', '50985585')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400014', 'KH34772', '2020-10-30 11:23:51', '32922000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400015', 'KH40785', '2020-07-24 22:59:06', '25902000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400016', 'KH14640', '2021-06-09 10:27:25', '110066310')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400017', 'KH74792', '2021-05-05 13:14:15', '55771695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400018', 'KH24975', '2021-01-03 14:02:03', '25620795')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400019', 'KH99876', '2020-06-18 15:22:06', '18799740')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400020', 'KH87461', '2021-06-12 08:31:24', '10302750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400021', 'KH61071', '2020-06-13 03:04:50', '15231240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400022', 'KH77589', '2021-06-03 23:54:01', '34476435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400023', 'KH53788', '2020-05-14 03:36:42', '14775480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400024', 'KH17374', '2021-01-14 14:29:58', '64084950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400025', 'KH57646', '2020-12-09 19:59:01', '35708625')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400026', 'KH36598', '2021-04-30 04:06:52', '171886680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400027', 'KH10965', '2021-03-29 09:49:40', '40224600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400028', 'KH25372', '2020-05-23 09:33:01', '57306000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD400029', 'KH06628', '2021-06-04 00:39:11', '12229605')
