INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190001', 'KH45452', '2021-01-20 07:23:14', '56595600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190002', 'KH32038', '2020-12-23 18:41:40', '34467750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190003', 'KH99712', '2021-04-27 02:16:42', '49680900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190004', 'KH62517', '2020-06-02 17:45:18', '105639300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190005', 'KH14069', '2020-06-14 00:34:14', '53654400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190006', 'KH88307', '2020-08-31 02:38:45', '97677630')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190007', 'KH54303', '2021-02-03 19:29:46', '54439290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190008', 'KH98029', '2020-08-31 22:46:31', '122105790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190009', 'KH61783', '2021-06-19 06:16:33', '11326140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190010', 'KH15847', '2020-09-17 13:14:01', '64574010')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190011', 'KH79723', '2020-06-08 07:25:18', '77808600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190012', 'KH57720', '2020-07-08 02:34:44', '39122190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190013', 'KH10041', '2020-10-08 03:25:02', '33035580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190014', 'KH39199', '2020-06-08 03:36:50', '28906875')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190015', 'KH42475', '2020-05-22 20:17:35', '14474700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190016', 'KH65404', '2020-11-19 18:24:33', '86686650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190017', 'KH77182', '2021-04-13 18:53:05', '64095390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190018', 'KH88870', '2021-06-20 09:07:24', '55234890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190019', 'KH90791', '2021-05-01 12:50:40', '12942900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190020', 'KH10078', '2020-09-04 02:55:08', '44928360')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190021', 'KH65244', '2020-09-27 06:40:19', '72594990')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190022', 'KH73274', '2021-03-08 15:47:30', '36211140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190023', 'KH70419', '2020-08-09 16:59:19', '38437290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190024', 'KH79210', '2020-09-22 18:23:32', '11756790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190025', 'KH76735', '2021-03-18 18:17:36', '26604000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190026', 'KH02007', '2020-09-29 20:56:19', '45771390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190027', 'KH29200', '2020-07-13 01:23:41', '57889890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190028', 'KH57558', '2021-05-17 01:37:39', '45063900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190029', 'KH76476', '2020-12-16 03:22:14', '139558500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190030', 'KH32338', '2020-11-04 14:51:14', '124734240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190031', 'KH20076', '2020-12-29 21:48:07', '182466000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190032', 'KH86506', '2021-03-01 13:47:50', '70586820')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190033', 'KH74269', '2021-02-14 07:08:54', '18962730')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190034', 'KH91819', '2020-10-08 06:27:13', '16942860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190035', 'KH92487', '2021-05-16 06:39:10', '44487410')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190036', 'KH19476', '2020-07-26 01:02:09', '45095400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD190037', 'KH69109', '2020-05-15 10:33:22', '143785440')
