INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060001', 'KH23466', '2021-05-23 03:23:03', '67586490')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060002', 'KH56521', '2020-07-19 05:19:54', '35575290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060003', 'KH77416', '2020-09-05 11:41:44', '15442290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060004', 'KH76514', '2021-02-19 10:40:56', '61903890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060005', 'KH46589', '2020-12-26 03:28:34', '34835310')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060006', 'KH33088', '2021-06-21 15:41:45', '78961950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060007', 'KH05030', '2020-07-09 10:56:34', '64830870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060008', 'KH16855', '2020-09-06 17:48:52', '43655400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060009', 'KH93581', '2021-06-20 04:36:50', '68572620')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060010', 'KH61074', '2021-04-24 16:58:52', '123463800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060011', 'KH50307', '2021-06-30 22:15:10', '123786880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060012', 'KH41488', '2021-03-15 17:00:31', '14568390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060013', 'KH70733', '2020-08-30 11:44:14', '125212500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060014', 'KH39729', '2020-10-03 13:23:01', '40098960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060015', 'KH21836', '2021-02-13 16:24:05', '29244800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060016', 'KH97552', '2020-08-11 13:23:56', '35868870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060017', 'KH70639', '2021-05-09 15:43:09', '25835490')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD060018', 'KH14268', '2020-08-17 13:23:51', '27339345')
