INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020001', 'KH73176', '2021-06-10 18:48:07', '83371500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020002', 'KH73848', '2020-10-19 21:49:33', '32386995')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020003', 'KH75973', '2021-02-17 00:30:53', '15149295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020004', 'KH03749', '2021-05-13 20:33:09', '55589940')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020005', 'KH25716', '2021-05-28 23:49:46', '27061065')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020006', 'KH12942', '2020-10-08 17:53:43', '23466960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020007', 'KH06904', '2021-05-27 13:47:22', '176062680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020008', 'KH12013', '2021-06-23 15:17:21', '17243100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020009', 'KH32193', '2020-10-29 03:02:03', '32661630')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020010', 'KH04165', '2020-10-26 15:01:22', '4423950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020011', 'KH68805', '2020-11-12 06:46:46', '85475930')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020012', 'KH04178', '2021-05-26 22:16:53', '18799695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020013', 'KH56174', '2020-05-10 18:49:33', '79655175')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020014', 'KH14150', '2020-05-19 23:17:07', '54524680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020015', 'KH60780', '2021-02-19 13:25:39', '125116000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020016', 'KH18638', '2021-03-29 10:30:40', '19413180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020017', 'KH27388', '2021-04-27 08:40:54', '76443840')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020018', 'KH41257', '2021-05-21 09:38:14', '14488245')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020019', 'KH07770', '2021-02-25 00:46:43', '124914195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020020', 'KH44393', '2020-11-16 13:06:59', '10615140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020021', 'KH77336', '2020-12-11 05:48:11', '40778145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020022', 'KH40950', '2020-07-10 19:48:57', '48372000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020023', 'KH29390', '2020-12-02 07:40:10', '262508400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020024', 'KH47052', '2020-11-24 03:46:18', '28840950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020025', 'KH72330', '2020-08-06 17:27:24', '45767700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020026', 'KH80952', '2020-10-19 07:32:05', '62851770')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020027', 'KH41361', '2021-02-01 21:13:00', '20105640')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020028', 'KH88023', '2020-09-26 15:43:39', '12372930')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020029', 'KH73812', '2021-04-25 08:59:36', '44049240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020030', 'KH66101', '2021-05-21 07:27:47', '47029995')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020031', 'KH45882', '2021-05-27 02:43:49', '14983515')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020032', 'KH75375', '2020-05-12 14:29:28', '32597145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020033', 'KH15435', '2021-03-11 05:07:13', '87494850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020034', 'KH41547', '2021-04-10 13:32:17', '33830100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD020035', 'KH28592', '2021-01-14 10:36:14', '17134110')
