INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220001', 'KH46669', '2021-02-01 18:54:48', '22179195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220002', 'KH87889', '2020-07-02 05:45:43', '51051960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220003', 'KH58855', '2020-12-22 13:54:09', '103193595')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220004', 'KH54722', '2020-07-21 12:36:24', '126121290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220005', 'KH59681', '2021-01-16 13:59:33', '18219195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220006', 'KH06980', '2020-12-05 13:53:15', '205862400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220007', 'KH39578', '2020-12-21 03:40:46', '57896145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220008', 'KH16186', '2021-06-09 03:39:40', '91992645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220009', 'KH05960', '2021-01-05 04:54:33', '44428950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220010', 'KH55628', '2021-04-16 00:46:59', '16229385')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220011', 'KH81275', '2021-06-25 05:00:28', '16603200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220012', 'KH69563', '2021-06-19 04:58:21', '36744255')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220013', 'KH94253', '2020-07-05 15:54:01', '34288290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220014', 'KH42370', '2020-08-24 12:14:08', '9561645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220015', 'KH96875', '2020-05-18 05:41:23', '19703295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220016', 'KH64419', '2021-05-27 14:03:17', '24693390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220017', 'KH86664', '2021-03-05 03:19:30', '178695000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220018', 'KH01200', '2020-11-29 20:19:07', '7602930')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220019', 'KH85092', '2021-04-17 07:20:15', '81084690')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220020', 'KH26441', '2020-11-01 00:49:12', '41624550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD220021', 'KH28489', '2020-07-11 07:22:52', '31045950')
