INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440001', 'KH59438', '2021-02-26 15:36:29', '74491140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440002', 'KH31449', '2021-02-14 11:48:20', '70275735')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440003', 'KH33581', '2020-12-07 10:12:30', '7740900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440004', 'KH61102', '2020-05-04 06:36:38', '34408935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440005', 'KH74968', '2020-07-22 07:25:38', '50865390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440006', 'KH68987', '2020-07-10 07:25:00', '69234390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440007', 'KH01742', '2021-06-26 04:11:06', '65889900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440008', 'KH71017', '2021-04-08 22:12:58', '11602890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440009', 'KH29025', '2020-12-02 13:11:35', '19603890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440010', 'KH03861', '2020-12-16 14:39:57', '141189300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440011', 'KH20702', '2021-01-09 19:39:11', '41948550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440012', 'KH33285', '2020-06-09 00:21:37', '43497360')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440013', 'KH77888', '2021-06-06 09:18:21', '51055290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440014', 'KH35606', '2020-07-17 04:56:25', '52061580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440015', 'KH38235', '2020-06-11 04:44:14', '43614900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440016', 'KH10998', '2020-10-14 23:41:44', '9567630')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440017', 'KH89305', '2021-04-13 18:51:32', '36509850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440018', 'KH51568', '2020-10-16 21:27:54', '11142990')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440019', 'KH74106', '2021-03-06 06:56:35', '25621290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440020', 'KH40278', '2020-09-01 15:51:52', '62028000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440021', 'KH88095', '2020-05-11 10:55:16', '60612390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440022', 'KH28005', '2020-08-20 21:13:38', '59991480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440023', 'KH01260', '2020-12-05 05:16:31', '48958380')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440024', 'KH80380', '2021-05-17 16:51:02', '135883800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440025', 'KH67398', '2021-01-22 03:15:24', '47967390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440026', 'KH77110', '2020-12-21 17:01:38', '13437900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440027', 'KH86926', '2020-05-06 00:20:50', '21381345')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440028', 'KH01491', '2020-10-20 16:34:58', '32666400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440029', 'KH69244', '2021-03-22 06:03:38', '50158440')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440030', 'KH20923', '2020-05-17 07:56:33', '120024900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440031', 'KH90022', '2020-06-11 04:21:18', '55221300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440032', 'KH14030', '2020-08-21 03:53:32', '85380300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440033', 'KH37807', '2020-08-07 00:19:18', '129510560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440034', 'KH18228', '2020-09-04 11:51:55', '113304140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440035', 'KH77922', '2020-11-10 21:48:49', '70848945')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440036', 'KH80934', '2020-05-11 07:43:08', '18754290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440037', 'KH87732', '2021-01-23 07:43:00', '65589660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440038', 'KH54246', '2021-02-14 22:32:53', '27897390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440039', 'KH43429', '2020-12-25 08:51:17', '95736690')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440040', 'KH18826', '2021-01-23 07:22:46', '54348705')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD440041', 'KH91931', '2020-09-22 23:09:53', '59336190')
