INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120001', 'KH69661', '2021-05-17 06:28:54', '92249640')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120002', 'KH64072', '2021-04-14 01:04:40', '62276400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120003', 'KH93890', '2020-07-20 20:53:28', '46986390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120004', 'KH13754', '2021-06-11 00:40:03', '44029530')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120005', 'KH45245', '2020-09-18 14:58:04', '74250090')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120006', 'KH48558', '2021-06-08 18:53:23', '35891145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120007', 'KH86759', '2021-02-13 14:28:27', '111225780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120008', 'KH18144', '2020-06-17 10:08:02', '87594300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120009', 'KH35075', '2020-10-05 15:03:40', '65351790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120010', 'KH00738', '2020-11-16 04:25:27', '72392040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120011', 'KH11740', '2021-01-23 08:05:44', '194244670')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120012', 'KH72764', '2020-05-11 15:54:40', '67491000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120013', 'KH65664', '2021-03-09 03:52:24', '29701960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120014', 'KH25158', '2021-04-28 11:20:31', '8168580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120015', 'KH60016', '2020-09-20 20:18:29', '12691530')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120016', 'KH71378', '2021-04-08 04:43:22', '75243780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120017', 'KH97914', '2020-06-24 08:59:45', '97707780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120018', 'KH24693', '2021-06-12 03:24:15', '191656080')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120019', 'KH82202', '2020-09-28 16:52:14', '112352580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120020', 'KH53218', '2020-06-21 06:17:07', '47620800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120021', 'KH84894', '2020-11-27 20:45:50', '8741790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120022', 'KH90593', '2020-10-05 18:42:41', '36014580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120023', 'KH93267', '2020-05-14 13:04:22', '146858400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120024', 'KH71437', '2021-04-29 13:17:01', '95324580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120025', 'KH85996', '2020-11-18 22:37:47', '36088380')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120026', 'KH12254', '2021-04-24 15:49:39', '134649720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120027', 'KH58057', '2020-12-22 15:26:36', '87338790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120028', 'KH71240', '2020-08-19 08:30:16', '131176080')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120029', 'KH13080', '2021-02-21 23:43:24', '101138580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120030', 'KH42589', '2021-05-03 23:38:28', '82935180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120031', 'KH15488', '2020-11-26 13:54:11', '22245300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120032', 'KH72515', '2020-07-02 23:18:53', '95481900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120033', 'KH24377', '2020-09-09 06:08:25', '53692200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120034', 'KH20513', '2021-06-25 15:33:58', '71130780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120035', 'KH94506', '2020-05-07 00:47:35', '86556780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120036', 'KH15167', '2021-01-04 04:30:39', '35596800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120037', 'KH12029', '2021-05-17 22:54:01', '96317280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120038', 'KH26353', '2021-03-26 13:35:45', '89157600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120039', 'KH96588', '2020-10-01 09:10:44', '68788800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120040', 'KH05971', '2021-06-24 15:41:29', '194916600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120041', 'KH48018', '2020-11-15 11:41:02', '80186400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120042', 'KH00779', '2020-12-26 14:38:53', '110662200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120043', 'KH35542', '2020-08-08 06:52:30', '27114390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120044', 'KH02702', '2021-04-19 21:19:26', '192710160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120045', 'KH96924', '2021-05-18 03:52:52', '64878435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120046', 'KH21395', '2021-05-06 07:57:59', '33169500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120047', 'KH72006', '2021-03-06 02:09:43', '62595900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120048', 'KH99541', '2020-08-23 04:02:58', '39936780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120049', 'KH88737', '2021-04-26 08:46:30', '45459010')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120050', 'KH85759', '2021-01-03 13:57:38', '142151580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120051', 'KH61357', '2020-12-17 18:03:08', '70237800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120052', 'KH85273', '2021-01-03 03:27:31', '37233720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120053', 'KH43941', '2021-04-17 13:27:12', '101461140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120054', 'KH11285', '2020-11-04 14:36:35', '208224180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120055', 'KH91733', '2021-03-26 04:57:59', '108844920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120056', 'KH27561', '2021-01-24 07:31:59', '35349390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120057', 'KH70448', '2021-02-05 03:09:01', '52763400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120058', 'KH32163', '2020-09-12 19:24:19', '26995140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120059', 'KH10330', '2021-01-10 05:04:52', '114809400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120060', 'KH31775', '2020-10-12 11:32:02', '115411140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120061', 'KH47618', '2020-10-26 17:07:11', '95358240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120062', 'KH69166', '2020-12-19 14:12:29', '84007800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120063', 'KH07714', '2020-07-29 18:04:56', '127148760')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120064', 'KH73069', '2020-11-24 22:44:23', '83337840')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120065', 'KH32002', '2021-02-22 16:30:25', '160079580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120066', 'KH67840', '2021-03-14 06:56:14', '179668800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120067', 'KH97684', '2020-11-20 19:21:23', '70389585')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120068', 'KH79665', '2021-06-02 21:13:52', '41512770')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120069', 'KH52249', '2020-08-24 11:46:12', '80467920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120070', 'KH82750', '2021-04-14 02:45:24', '85387950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120071', 'KH18531', '2020-06-18 14:34:08', '23716800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120072', 'KH29068', '2020-09-15 13:47:56', '43882830')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120073', 'KH84551', '2020-09-16 02:03:40', '105327000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120074', 'KH91375', '2020-08-28 15:16:37', '84286040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120075', 'KH86013', '2021-06-23 18:16:00', '36000000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120076', 'KH78308', '2020-07-26 22:07:17', '149104080')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120077', 'KH08078', '2021-06-09 17:16:02', '14441300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120078', 'KH74745', '2021-05-25 13:47:19', '94118580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120079', 'KH09240', '2020-07-02 03:11:23', '98132580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120080', 'KH74007', '2020-06-04 04:17:30', '7290000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120081', 'KH08995', '2021-01-11 09:57:59', '4516200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120082', 'KH67589', '2020-07-14 13:43:11', '73207800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120083', 'KH61423', '2021-02-24 10:16:22', '9685800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120084', 'KH74014', '2021-01-30 12:09:12', '61974000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120085', 'KH70707', '2020-09-30 06:48:43', '49896090')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120086', 'KH76767', '2020-06-05 04:27:44', '58750020')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120087', 'KH03931', '2021-03-12 10:50:58', '135346920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120088', 'KH48307', '2021-02-18 12:52:18', '134838000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120089', 'KH17797', '2020-12-24 18:17:18', '29418390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120090', 'KH62778', '2020-08-20 07:06:56', '16417800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120091', 'KH99482', '2020-10-27 10:26:31', '127646280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120092', 'KH94967', '2021-02-04 12:51:58', '102356730')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120093', 'KH23241', '2021-06-15 18:00:57', '69186780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120094', 'KH24672', '2020-09-07 18:21:34', '100697580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120095', 'KH96870', '2020-11-30 01:16:01', '164708730')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120096', 'KH40807', '2021-04-08 19:12:01', '42348960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120097', 'KH29523', '2021-04-14 12:55:37', '89926560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120098', 'KH02151', '2020-05-15 08:55:30', '66577680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120099', 'KH71722', '2020-10-15 19:27:08', '105552000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120100', 'KH73536', '2020-08-08 08:01:35', '122075000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120101', 'KH95910', '2020-11-30 08:32:57', '53976780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120102', 'KH93384', '2021-06-26 12:44:22', '65601360')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120103', 'KH65220', '2020-11-29 04:43:00', '95718780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120104', 'KH54496', '2020-05-04 04:54:32', '94015800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120105', 'KH98332', '2021-01-26 19:13:30', '26805015')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120106', 'KH74257', '2020-06-04 04:32:57', '48070980')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120107', 'KH86394', '2020-09-24 21:56:47', '60494430')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120108', 'KH31041', '2020-10-09 16:11:21', '64546020')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD120109', 'KH47439', '2021-05-25 17:25:28', '23580000')
