INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000001', 'KH47997', '2020-12-29 02:32:58', '36337500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000002', 'KH49304', '2021-03-03 17:37:53', '12662550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000003', 'KH22948', '2020-08-19 13:31:25', '41132700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000004', 'KH24756', '2021-05-12 05:11:58', '2987100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000005', 'KH50698', '2021-06-25 12:42:06', '27534150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000006', 'KH67805', '2020-11-20 18:04:53', '155485935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000007', 'KH36419', '2021-06-04 21:10:47', '95835195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000008', 'KH60088', '2020-11-11 14:06:58', '23496030')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000009', 'KH52020', '2021-01-26 23:13:02', '60850395')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000010', 'KH43622', '2020-11-19 15:30:26', '10272645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000011', 'KH85457', '2021-06-14 02:20:41', '8455950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000012', 'KH97433', '2020-08-17 14:22:11', '13290930')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000013', 'KH82767', '2021-03-15 18:48:34', '96834825')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000014', 'KH83302', '2021-03-30 01:28:13', '15604020')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000015', 'KH24799', '2021-05-24 13:20:02', '89996130')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000016', 'KH99699', '2021-01-02 00:09:31', '138245040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000017', 'KH39249', '2020-12-09 12:33:47', '34868250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000018', 'KH81163', '2020-10-13 21:52:54', '27498195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000019', 'KH12937', '2020-12-29 03:38:47', '138000780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000020', 'KH65014', '2021-01-04 02:05:29', '16421040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000021', 'KH92205', '2021-01-05 06:05:44', '79338150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000022', 'KH67905', '2021-03-11 22:56:34', '18414450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000023', 'KH92640', '2021-01-04 00:20:13', '50220760')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000024', 'KH96697', '2021-01-10 23:55:09', '161442450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000025', 'KH89248', '2021-04-25 15:06:05', '63190800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000026', 'KH29295', '2021-06-01 12:29:00', '27643860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000027', 'KH54736', '2021-02-04 13:15:41', '36013995')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000028', 'KH12397', '2020-10-15 03:50:27', '8253000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000029', 'KH84486', '2021-06-14 04:01:46', '29527200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD000030', 'KH95057', '2020-09-17 12:53:28', '137927880')
