INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260001', 'KH29049', '2021-06-25 09:00:48', '53603120')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260002', 'KH31855', '2021-06-24 09:49:35', '78606315')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260003', 'KH05880', '2020-10-30 00:52:11', '154071585')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260004', 'KH86839', '2020-08-27 09:09:09', '74370150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260005', 'KH65769', '2020-09-09 18:58:08', '64476540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260006', 'KH78243', '2021-02-05 06:59:47', '61052085')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260007', 'KH36905', '2020-10-24 00:59:59', '82470015')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260008', 'KH43670', '2020-05-19 19:57:30', '47937015')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260009', 'KH65114', '2020-06-08 11:06:09', '49888260')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260010', 'KH82015', '2020-07-28 08:54:46', '48329750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260011', 'KH04545', '2020-07-29 22:36:31', '90745650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260012', 'KH41512', '2021-05-02 21:12:31', '95914935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260013', 'KH95142', '2021-04-29 20:43:21', '36339540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260014', 'KH16572', '2020-12-13 06:09:03', '75419865')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260015', 'KH80730', '2020-05-10 21:57:15', '102180780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260016', 'KH55430', '2020-07-18 22:46:47', '47868390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260017', 'KH54601', '2021-02-15 03:42:57', '24099390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260018', 'KH99974', '2021-01-18 04:28:44', '11124450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260019', 'KH41357', '2021-02-06 18:30:39', '68361300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260020', 'KH41268', '2020-08-12 19:40:57', '27804600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260021', 'KH48056', '2020-09-22 02:10:51', '78189435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260022', 'KH21908', '2021-04-05 20:48:17', '90126000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260023', 'KH40445', '2020-07-29 03:47:06', '144215040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260024', 'KH12171', '2020-10-09 01:46:17', '18026685')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260025', 'KH88777', '2020-11-07 09:16:41', '48080970')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260026', 'KH52620', '2020-11-03 11:22:30', '31569435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260027', 'KH94088', '2021-01-11 01:59:19', '111286980')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260028', 'KH25095', '2021-01-14 08:22:01', '40583520')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260029', 'KH29785', '2020-06-04 07:58:21', '123410250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260030', 'KH22529', '2020-06-06 04:11:36', '59360445')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260031', 'KH76635', '2020-10-03 00:39:17', '55215585')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260032', 'KH50066', '2021-01-15 19:49:01', '24481800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD260033', 'KH64985', '2020-08-11 19:23:52', '50885550')
