INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240001', 'KH21155', '2020-05-12 06:35:59', '55171620')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240002', 'KH66396', '2021-05-03 15:21:02', '142568370')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240003', 'KH23137', '2020-06-22 13:35:00', '30546495')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240004', 'KH86456', '2020-05-04 08:18:02', '31006935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240005', 'KH23671', '2020-06-17 19:07:41', '90688880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240006', 'KH57141', '2021-01-21 11:58:45', '44605890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240007', 'KH52780', '2020-10-09 11:55:17', '81973800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240008', 'KH97911', '2021-02-10 06:17:14', '32169060')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240009', 'KH94954', '2021-06-01 09:44:34', '67128300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240010', 'KH14457', '2021-02-11 20:43:44', '108361935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240011', 'KH17067', '2021-03-19 04:10:42', '55470320')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240012', 'KH59418', '2020-06-22 02:31:50', '51499935')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240013', 'KH46628', '2021-01-09 05:57:47', '59274585')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240014', 'KH42436', '2021-01-10 14:13:20', '124537860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240015', 'KH88001', '2020-09-27 14:19:51', '102564000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240016', 'KH16370', '2021-05-15 18:39:37', '83181735')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240017', 'KH30612', '2021-03-18 21:00:29', '149975010')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240018', 'KH75199', '2020-06-23 12:11:50', '59751045')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240019', 'KH35100', '2020-06-12 08:45:39', '51930000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240020', 'KH48644', '2021-02-02 22:13:43', '68815845')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240021', 'KH37691', '2020-05-24 12:07:19', '39132855')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240022', 'KH28097', '2020-10-20 18:14:54', '120157290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240023', 'KH71805', '2020-10-03 07:41:11', '39045375')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240024', 'KH71890', '2021-01-15 15:31:25', '68952735')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240025', 'KH67592', '2021-02-15 12:43:09', '58891725')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240026', 'KH34315', '2020-10-05 13:52:09', '19999350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240027', 'KH09904', '2021-04-12 11:18:33', '89522280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240028', 'KH94826', '2021-04-24 06:09:06', '17571780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240029', 'KH34676', '2020-07-22 21:58:46', '39709350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD240030', 'KH72005', '2021-03-17 01:53:38', '22963950')
