INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150001', 'KH82761', '2021-04-06 08:46:42', '56172780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150002', 'KH10571', '2021-02-16 18:48:26', '158864400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150003', 'KH24488', '2020-07-25 20:47:00', '180896400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150004', 'KH51407', '2020-08-08 17:40:50', '123973200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150005', 'KH74957', '2020-10-28 11:56:39', '58730850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150006', 'KH97961', '2021-03-11 04:32:10', '67733280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150007', 'KH64691', '2021-03-23 17:24:53', '90157860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150008', 'KH56834', '2020-08-04 21:06:11', '134298000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150009', 'KH37147', '2020-06-07 20:29:24', '112552920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150010', 'KH06479', '2020-11-12 20:03:04', '42338565')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150011', 'KH09147', '2021-06-02 00:03:02', '29426400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150012', 'KH41352', '2021-05-17 05:07:08', '61615800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150013', 'KH91745', '2020-11-16 03:03:03', '114774300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150014', 'KH75773', '2020-09-28 02:31:55', '238473900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150015', 'KH61129', '2020-12-22 22:19:43', '112642200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150016', 'KH59590', '2020-08-24 03:00:12', '74258180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150017', 'KH46842', '2021-04-10 23:54:08', '120537540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150018', 'KH96402', '2020-09-11 20:06:03', '109998000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150019', 'KH54895', '2021-06-16 16:05:26', '10877445')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150020', 'KH39332', '2020-11-05 03:30:58', '12783195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150021', 'KH73072', '2020-08-23 16:39:45', '57860100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150022', 'KH71485', '2020-05-18 15:26:11', '40689000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150023', 'KH55339', '2021-03-20 20:50:48', '46317060')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150024', 'KH72578', '2020-08-09 12:48:53', '31214655')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150025', 'KH33271', '2021-01-14 05:06:34', '20520000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150026', 'KH10862', '2021-06-13 07:26:16', '212050890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150027', 'KH29282', '2021-05-10 09:04:53', '14239080')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150028', 'KH38453', '2021-02-07 08:22:41', '55848600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150029', 'KH31818', '2020-08-01 05:44:17', '93385980')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150030', 'KH43754', '2020-05-22 02:56:55', '32562000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150031', 'KH76475', '2020-09-20 13:56:28', '17195580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150032', 'KH32863', '2020-05-26 07:39:41', '92876580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150033', 'KH09695', '2020-10-27 01:35:33', '98487180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150034', 'KH99879', '2021-03-24 11:21:06', '114840000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150035', 'KH60647', '2021-05-22 06:15:29', '16898400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150036', 'KH40229', '2020-11-10 05:37:24', '55817100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150037', 'KH65759', '2020-07-31 05:39:31', '49419450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150038', 'KH53175', '2021-04-17 17:41:38', '87019740')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150039', 'KH32835', '2020-08-31 11:01:13', '82840680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150040', 'KH92237', '2020-07-15 10:53:04', '33951240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150041', 'KH96635', '2020-06-26 14:41:26', '68611000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD150042', 'KH79189', '2020-12-03 15:58:56', '142471260')
