INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360001', 'KH92006', '2020-07-25 12:35:12', '57034395')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360002', 'KH71361', '2020-08-20 21:06:10', '33262200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360003', 'KH26560', '2021-01-09 14:17:56', '10245285')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360004', 'KH54277', '2020-07-03 06:46:35', '44620290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360005', 'KH29238', '2021-05-31 16:37:50', '13734450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360006', 'KH78422', '2020-06-01 14:51:33', '32614560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360007', 'KH08930', '2021-01-26 23:18:15', '60704910')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360008', 'KH86075', '2021-04-03 11:35:19', '63771435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360009', 'KH93850', '2020-05-02 09:21:46', '62833950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360010', 'KH20012', '2020-08-26 16:02:56', '70448400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360011', 'KH11545', '2020-07-15 11:39:02', '64760400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360012', 'KH88186', '2021-05-09 03:29:37', '58905000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360013', 'KH76076', '2021-05-31 03:36:54', '83308290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360014', 'KH80162', '2021-02-10 01:09:21', '4189320')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360015', 'KH57871', '2020-08-22 04:56:51', '18915345')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360016', 'KH12085', '2020-06-24 08:47:21', '5248620')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360017', 'KH07020', '2020-06-28 05:02:20', '15777045')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360018', 'KH62206', '2021-03-31 06:28:18', '41847390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360019', 'KH34788', '2020-07-06 10:29:36', '144552645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360020', 'KH55421', '2021-06-21 13:47:59', '88146180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360021', 'KH05030', '2020-08-02 20:42:34', '21831480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360022', 'KH28974', '2020-08-16 17:13:32', '21446370')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360023', 'KH42084', '2020-07-01 09:56:24', '17042220')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360024', 'KH82809', '2020-10-19 18:10:09', '82866195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360025', 'KH89303', '2020-10-24 17:07:51', '103311900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360026', 'KH83626', '2020-08-23 04:09:23', '148093695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360027', 'KH00493', '2020-07-04 13:57:12', '88565850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360028', 'KH04224', '2021-02-17 21:20:05', '144957600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360029', 'KH25916', '2021-04-28 10:14:01', '15535845')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360030', 'KH65626', '2020-08-12 11:49:19', '26824500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360031', 'KH49437', '2021-02-08 02:31:25', '8122950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360032', 'KH76199', '2021-01-14 09:45:52', '114191400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360033', 'KH66875', '2021-03-02 19:44:13', '39826395')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360034', 'KH58777', '2021-06-24 17:52:55', '117555660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360035', 'KH87967', '2021-05-02 23:50:30', '69882300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360036', 'KH24904', '2020-07-21 06:06:06', '31756500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360037', 'KH34146', '2021-01-28 15:21:31', '36237645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360038', 'KH39123', '2020-05-10 14:35:01', '32972400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360039', 'KH13303', '2020-11-15 00:47:40', '102318750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360040', 'KH69880', '2021-05-20 11:50:31', '138016500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360041', 'KH11551', '2021-04-20 20:46:20', '20052945')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360042', 'KH85983', '2020-07-11 05:55:47', '9458145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360043', 'KH37048', '2021-03-23 00:30:54', '20847330')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360044', 'KH46215', '2020-10-10 02:03:16', '12873555')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360045', 'KH54997', '2020-07-25 02:14:33', '18883350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360046', 'KH18371', '2020-07-11 11:48:48', '30230280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360047', 'KH54229', '2020-07-30 13:10:47', '12122700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360048', 'KH37241', '2021-02-16 00:12:34', '64484145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360049', 'KH11098', '2021-02-14 18:59:15', '51689070')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360050', 'KH83308', '2021-04-01 02:58:43', '28377675')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360051', 'KH74185', '2021-03-27 13:50:36', '52138800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360052', 'KH23377', '2021-03-31 08:47:02', '9605925')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360053', 'KH45941', '2021-06-08 07:57:45', '20715210')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360054', 'KH20974', '2020-07-16 14:05:55', '41157000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360055', 'KH05610', '2021-01-06 16:15:39', '26259750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD360056', 'KH18702', '2020-12-17 11:19:07', '171120970')
