INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080001', 'KH25901', '2020-06-30 06:22:13', '36770670')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080002', 'KH67511', '2020-08-06 13:37:38', '52836165')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080003', 'KH94838', '2021-03-19 00:50:47', '46837260')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080004', 'KH69733', '2020-08-14 17:04:45', '27555435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080005', 'KH44889', '2020-08-19 07:32:53', '75353085')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080006', 'KH35058', '2020-05-06 22:45:38', '62349435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080007', 'KH18930', '2020-05-09 17:37:43', '129316500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080008', 'KH16068', '2020-10-12 15:35:42', '27831735')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080009', 'KH37447', '2020-08-01 17:37:39', '80058645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080010', 'KH03301', '2020-05-28 08:57:33', '107724735')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080011', 'KH18053', '2021-01-19 12:41:43', '56733660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080012', 'KH52114', '2020-11-18 12:28:27', '125663265')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080013', 'KH21551', '2021-05-25 14:15:31', '38389140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080014', 'KH09324', '2020-12-24 00:37:51', '39535290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD080015', 'KH16944', '2021-03-29 19:49:59', '3473865')
