INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390001', 'KH93781', '2020-12-03 11:13:14', '76220550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390002', 'KH82435', '2021-06-03 10:53:33', '118422045')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390003', 'KH93473', '2020-09-03 22:27:00', '33027750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390004', 'KH91605', '2021-05-17 08:33:16', '27117540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390005', 'KH71484', '2021-04-01 17:12:29', '20876760')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390006', 'KH12349', '2020-07-04 10:41:51', '4926960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390007', 'KH36240', '2020-12-29 19:03:55', '50430150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390008', 'KH31883', '2021-03-29 07:00:11', '31315365')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390009', 'KH16930', '2020-05-05 21:29:00', '30063645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390010', 'KH08986', '2021-01-19 02:14:37', '75999880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390011', 'KH72090', '2020-09-14 21:54:59', '82419390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390012', 'KH72212', '2020-05-11 02:51:06', '78021855')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390013', 'KH07961', '2021-05-17 03:52:16', '61935615')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390014', 'KH50038', '2020-09-10 15:16:11', '43652160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390015', 'KH50050', '2020-09-04 07:29:48', '24896295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390016', 'KH99846', '2021-04-27 09:22:18', '54420750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390017', 'KH62733', '2021-04-26 04:03:05', '42064200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390018', 'KH41534', '2021-02-04 15:49:38', '2124450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390019', 'KH73534', '2020-11-13 21:42:12', '12298950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390020', 'KH67420', '2020-05-07 15:37:04', '94359195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390021', 'KH65331', '2020-06-29 12:17:47', '40210020')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390022', 'KH29146', '2020-08-31 15:58:56', '27953730')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390023', 'KH33925', '2021-01-08 13:46:37', '45097650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD390024', 'KH07236', '2021-06-10 05:06:45', '16813485')
