INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100001', 'KH30368', '2020-09-08 05:20:00', '99577350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100002', 'KH07708', '2021-02-28 08:43:05', '85175865')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100003', 'KH11542', '2021-02-09 03:20:17', '88412400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100004', 'KH45001', '2020-07-18 12:15:02', '36336960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100005', 'KH17598', '2020-10-02 18:35:48', '134217000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100006', 'KH80971', '2020-10-23 21:08:23', '88601850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100007', 'KH76953', '2020-10-10 08:10:46', '36606735')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100008', 'KH56441', '2020-12-26 12:17:34', '54070290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100009', 'KH92274', '2021-03-09 13:10:15', '75733920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100010', 'KH06144', '2021-01-16 22:57:19', '66648015')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100011', 'KH31212', '2021-02-12 23:49:56', '97884180')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100012', 'KH54511', '2020-08-25 16:19:16', '71316720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100013', 'KH38801', '2020-06-19 09:30:40', '29419290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100014', 'KH15654', '2021-06-25 02:23:27', '37029015')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100015', 'KH14891', '2020-08-24 23:56:48', '54951435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100016', 'KH69170', '2021-06-24 03:17:33', '80912790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100017', 'KH60561', '2020-06-17 05:46:14', '105396390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100018', 'KH63330', '2020-08-29 04:23:37', '37435995')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100019', 'KH08405', '2020-11-06 05:01:31', '79002000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100020', 'KH27803', '2020-07-19 15:06:57', '71254485')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100021', 'KH17868', '2020-07-08 04:24:59', '10847790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100022', 'KH46441', '2021-05-15 22:55:12', '73302435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100023', 'KH96448', '2021-03-30 12:17:50', '54456165')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100024', 'KH61927', '2021-03-27 15:31:32', '20193165')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100025', 'KH72169', '2020-05-17 00:15:58', '63728235')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100026', 'KH62629', '2021-03-30 16:12:28', '54779175')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD100027', 'KH04709', '2020-07-15 20:39:07', '80055180')
