INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030001', 'KH15510', '2020-10-17 18:35:54', '13239810')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030002', 'KH75690', '2020-06-16 02:31:35', '11263500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030003', 'KH42633', '2020-06-10 19:07:12', '152348140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030004', 'KH13431', '2021-06-02 00:38:22', '50180130')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030005', 'KH99154', '2020-06-16 17:41:38', '105030900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030006', 'KH17376', '2020-08-17 17:04:47', '9385920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030007', 'KH37244', '2020-08-10 21:40:51', '26985645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030008', 'KH21176', '2021-06-23 17:30:16', '24658695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030009', 'KH67943', '2020-11-12 03:18:47', '990450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030010', 'KH17687', '2020-07-16 19:06:42', '22689045')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030011', 'KH67225', '2021-03-19 20:20:30', '63655695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030012', 'KH03892', '2020-08-30 17:08:32', '47262510')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030013', 'KH82682', '2020-06-13 20:04:24', '71798340')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030014', 'KH81017', '2021-06-26 01:02:14', '19465695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030015', 'KH19396', '2021-04-24 19:09:14', '30455190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030016', 'KH41724', '2020-05-18 11:26:45', '18655650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030017', 'KH68334', '2020-09-06 00:09:41', '38776725')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030018', 'KH65500', '2020-07-11 19:31:13', '40077000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030019', 'KH84922', '2020-08-24 10:00:49', '66123765')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030020', 'KH30877', '2020-09-09 18:58:44', '81533250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030021', 'KH55446', '2020-12-10 15:30:13', '109282950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030022', 'KH85092', '2020-12-05 03:21:14', '46722150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030023', 'KH40023', '2020-11-15 13:35:06', '31675250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030024', 'KH93289', '2021-02-09 01:27:40', '110872250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030025', 'KH95513', '2020-06-19 10:12:00', '20904660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030026', 'KH09003', '2020-12-20 17:28:13', '15066900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030027', 'KH65265', '2020-06-01 08:04:38', '149788980')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030028', 'KH59485', '2021-02-02 17:03:29', '22937085')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030029', 'KH68816', '2021-02-28 00:18:53', '25515000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030030', 'KH31184', '2020-11-24 19:35:43', '79597920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030031', 'KH70770', '2021-01-30 06:02:40', '56396160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030032', 'KH98710', '2020-05-03 00:51:30', '141345360')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030033', 'KH51732', '2020-06-22 00:02:43', '15037695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030034', 'KH29469', '2021-03-12 10:09:38', '187380000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030035', 'KH04284', '2020-09-12 03:41:28', '30417390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030036', 'KH02240', '2020-12-02 23:29:00', '33667515')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030037', 'KH92917', '2021-04-19 01:48:34', '24727050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030038', 'KH44094', '2021-05-18 08:37:30', '22215555')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030039', 'KH49723', '2020-05-16 03:56:51', '30784950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030040', 'KH66079', '2021-01-12 07:08:20', '142404885')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030041', 'KH33644', '2020-05-14 16:25:32', '57354795')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030042', 'KH89755', '2020-10-07 09:24:42', '50046345')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030043', 'KH33464', '2020-11-13 05:09:27', '4171230')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030044', 'KH79266', '2020-05-24 05:31:40', '84972760')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030045', 'KH57005', '2020-10-02 10:20:17', '14899950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030046', 'KH25410', '2020-11-15 08:41:28', '44774145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030047', 'KH03615', '2021-02-17 07:14:52', '111069450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030048', 'KH23463', '2020-08-30 08:27:02', '49973310')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030049', 'KH17803', '2021-01-31 10:02:41', '48907395')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030050', 'KH06309', '2020-05-09 22:09:42', '72413000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030051', 'KH21759', '2021-04-15 07:09:58', '26048745')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030052', 'KH38844', '2020-08-10 09:57:57', '72130950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030053', 'KH79201', '2020-06-08 21:27:24', '116666040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030054', 'KH57435', '2021-03-23 00:03:36', '85187570')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030055', 'KH40895', '2021-01-20 21:16:58', '77869350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030056', 'KH07162', '2021-06-16 22:57:41', '52775100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030057', 'KH70925', '2021-01-25 11:02:49', '36105705')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030058', 'KH11984', '2021-01-02 18:11:33', '83921400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030059', 'KH22195', '2020-10-22 16:43:43', '32966460')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030060', 'KH37998', '2021-06-21 16:32:03', '18189360')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030061', 'KH22504', '2021-05-07 10:20:18', '17511360')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030062', 'KH99723', '2020-11-02 04:21:37', '21393000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030063', 'KH45010', '2021-02-05 22:14:03', '31985550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030064', 'KH71710', '2021-03-01 03:55:18', '26033200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030065', 'KH48884', '2021-01-20 18:09:41', '55096695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030066', 'KH30362', '2020-08-14 08:57:08', '80367570')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030067', 'KH31604', '2021-03-05 20:44:00', '51829380')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030068', 'KH87797', '2020-10-29 11:35:05', '22421835')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030069', 'KH80369', '2020-08-10 15:22:50', '173444850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030070', 'KH33785', '2021-01-04 22:38:16', '22351545')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030071', 'KH03449', '2021-06-13 00:18:13', '43194780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030072', 'KH14431', '2021-04-05 19:34:59', '20379645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030073', 'KH62535', '2020-05-21 17:38:05', '192301200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030074', 'KH59293', '2021-06-01 04:13:00', '22900500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030075', 'KH58471', '2020-05-24 08:09:08', '9235620')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030076', 'KH25895', '2021-03-27 13:33:39', '33806295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030077', 'KH32427', '2021-02-03 00:38:28', '30091950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030078', 'KH24497', '2021-06-02 10:40:58', '50512500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030079', 'KH46379', '2020-10-17 01:57:20', '27443700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD030080', 'KH73270', '2021-01-03 04:50:43', '45921060')
