INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450001', 'KH94081', '2020-05-06 21:19:40', '19184400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450002', 'KH12890', '2020-09-22 14:57:44', '98906400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450003', 'KH92505', '2021-01-15 21:56:30', '60488100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450004', 'KH71034', '2020-06-25 04:56:43', '57172590')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450005', 'KH12435', '2021-06-25 20:46:38', '35590950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450006', 'KH75010', '2020-07-31 01:13:19', '53343900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450007', 'KH04478', '2020-09-23 11:52:31', '31630950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450008', 'KH32083', '2021-01-03 05:18:23', '15400890')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450009', 'KH61562', '2020-12-08 12:24:59', '64080000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450010', 'KH70531', '2021-04-23 06:13:36', '42462000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450011', 'KH16311', '2020-12-20 13:39:55', '48538710')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450012', 'KH74379', '2021-01-05 03:12:32', '124986150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450013', 'KH50965', '2021-05-12 05:17:10', '24916050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450014', 'KH73780', '2021-02-15 00:44:01', '69321645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450015', 'KH39609', '2020-06-03 00:19:15', '60700770')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450016', 'KH08325', '2021-01-21 11:02:08', '31182750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD450017', 'KH67413', '2020-10-24 06:18:16', '46622340')
