INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040001', 'KH81072', '2021-04-22 22:55:05', '147894840')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040002', 'KH62316', '2021-01-12 10:45:24', '44093430')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040003', 'KH39499', '2020-11-14 23:57:13', '105622800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040004', 'KH14782', '2021-03-02 03:34:17', '52858800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040005', 'KH79198', '2021-02-22 19:38:18', '154199790')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040006', 'KH92592', '2021-03-28 01:09:23', '87444900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040007', 'KH41901', '2020-07-04 17:30:38', '84040920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040008', 'KH15834', '2020-10-04 13:39:33', '56088900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040009', 'KH82181', '2020-09-04 20:06:53', '25973730')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040010', 'KH20753', '2020-08-07 11:20:53', '38009430')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040011', 'KH63066', '2021-03-01 22:07:41', '26216550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040012', 'KH26443', '2020-11-14 04:12:54', '23558000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040013', 'KH52811', '2021-03-06 23:01:08', '47148210')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040014', 'KH62979', '2020-11-17 02:28:40', '43287390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040015', 'KH13057', '2020-08-04 13:12:22', '31057290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040016', 'KH00300', '2020-07-31 04:19:43', '7362000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040017', 'KH00934', '2020-12-05 06:10:40', '88933880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040018', 'KH44731', '2021-01-05 12:12:44', '50193900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040019', 'KH42637', '2020-08-26 12:31:36', '41809050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040020', 'KH60472', '2020-07-11 23:21:59', '7262910')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040021', 'KH13441', '2020-12-14 16:50:13', '55674990')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040022', 'KH52986', '2021-01-03 10:43:55', '72398120')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040023', 'KH09153', '2020-07-08 02:03:00', '26856900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040024', 'KH60886', '2020-10-22 17:47:55', '109096200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040025', 'KH38662', '2020-10-12 13:05:56', '50673690')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040026', 'KH78883', '2020-12-21 09:37:34', '33794190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040027', 'KH75046', '2020-09-25 09:29:33', '32788800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040028', 'KH43774', '2020-11-22 21:39:48', '18357300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040029', 'KH04594', '2021-03-13 16:11:51', '65220390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040030', 'KH18110', '2021-01-12 22:13:13', '51398820')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040031', 'KH96440', '2021-02-21 05:08:39', '32772870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040032', 'KH81008', '2021-05-10 15:51:20', '150316200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040033', 'KH92786', '2021-05-09 18:27:17', '37511280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040034', 'KH57952', '2020-10-23 08:08:27', '263223000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040035', 'KH80973', '2020-10-17 03:53:43', '53426340')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040036', 'KH80519', '2020-08-23 20:48:14', '95727690')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040037', 'KH20590', '2020-09-06 19:10:30', '12797910')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD040038', 'KH95271', '2021-05-13 21:12:48', '89591040')
