INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170001', 'KH94457', '2020-11-18 21:32:02', '59412960')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170002', 'KH28023', '2021-01-05 19:28:21', '36177660')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170003', 'KH47465', '2021-02-23 08:05:35', '155748850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170004', 'KH92886', '2020-09-06 13:48:04', '56171000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170005', 'KH48235', '2021-03-11 22:02:42', '102824200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170006', 'KH82468', '2021-06-10 13:37:52', '22905390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170007', 'KH80580', '2020-09-22 13:18:19', '103426370')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170008', 'KH76262', '2020-09-07 13:26:33', '40646110')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170009', 'KH65433', '2021-02-15 08:46:49', '120276700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170010', 'KH69162', '2020-12-05 00:20:25', '81360000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170011', 'KH30108', '2021-05-06 16:00:05', '59267200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170012', 'KH02770', '2021-05-07 10:33:54', '116920760')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170013', 'KH09917', '2020-06-05 07:32:51', '91339260')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170014', 'KH61912', '2020-07-17 07:09:43', '98415000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170015', 'KH77373', '2021-01-30 13:14:37', '105354300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170016', 'KH29531', '2020-08-07 07:18:57', '114879160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170017', 'KH25938', '2021-04-02 17:54:12', '112889700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170018', 'KH61732', '2021-04-05 10:01:35', '15444580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD170019', 'KH73164', '2020-10-25 14:31:47', '107763000')
