INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470001', 'KH22956', '2021-03-26 01:06:52', '134546130')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470002', 'KH74879', '2020-12-09 21:44:53', '114582195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470003', 'KH82430', '2020-05-23 09:16:18', '9092940')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470004', 'KH40971', '2021-05-01 07:14:15', '42473340')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470005', 'KH31308', '2021-04-30 19:27:26', '29826000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470006', 'KH24600', '2021-06-05 18:52:58', '42683130')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470007', 'KH32605', '2020-07-13 19:50:16', '51633450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470008', 'KH29895', '2020-12-10 05:51:47', '22968000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470009', 'KH06161', '2020-10-21 06:32:15', '31654755')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470010', 'KH81657', '2020-09-22 00:15:23', '51900840')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470011', 'KH97645', '2020-05-28 14:34:49', '128863880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470012', 'KH90925', '2020-08-19 23:58:56', '15019290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470013', 'KH56641', '2021-06-03 07:16:51', '107614140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470014', 'KH39377', '2020-12-10 07:26:26', '52008840')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470015', 'KH65687', '2021-03-24 08:57:59', '104063490')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470016', 'KH35271', '2021-06-07 20:01:48', '154407700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470017', 'KH82086', '2020-06-26 02:56:28', '51983100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470018', 'KH45187', '2021-05-05 11:27:10', '19053900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470019', 'KH97188', '2021-04-23 02:48:35', '45306900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470020', 'KH59373', '2021-03-01 18:38:06', '23595300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470021', 'KH11465', '2021-04-30 13:45:35', '58550040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470022', 'KH76297', '2021-03-22 19:35:43', '43478550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470023', 'KH83037', '2020-07-02 16:18:17', '116000280')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470024', 'KH59755', '2020-11-03 09:48:00', '36603630')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470025', 'KH24934', '2020-09-22 14:31:25', '83203870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470026', 'KH55018', '2021-03-31 06:52:00', '75363750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470027', 'KH94932', '2020-10-26 07:47:42', '100903590')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470028', 'KH78107', '2020-07-03 20:45:25', '29906640')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470029', 'KH34897', '2020-09-20 04:26:31', '27303210')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470030', 'KH43847', '2020-09-20 20:23:33', '3537090')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD470031', 'KH34802', '2020-10-03 22:40:54', '13708620')
