INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210001', 'KH10545', '2020-06-30 03:07:23', '34770870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210002', 'KH69620', '2020-07-11 13:49:27', '84919680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210003', 'KH71361', '2020-12-24 15:47:48', '57882645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210004', 'KH06218', '2020-12-09 21:45:39', '11782350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210005', 'KH05444', '2021-01-01 20:30:27', '123731595')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210006', 'KH60220', '2020-08-19 13:06:28', '3624795')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210007', 'KH51016', '2020-11-30 16:14:37', '58923450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210008', 'KH94869', '2020-06-08 05:16:27', '17943750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210009', 'KH41678', '2020-12-13 15:58:07', '91483080')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210010', 'KH58575', '2021-04-08 11:07:34', '24402195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210011', 'KH48966', '2021-01-04 04:10:28', '25077645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210012', 'KH09383', '2020-08-20 09:19:24', '63936900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210013', 'KH42921', '2021-03-03 17:59:50', '31566195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210014', 'KH11016', '2020-06-16 12:14:06', '32057550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210015', 'KH82650', '2021-05-22 09:37:23', '54775845')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210016', 'KH94617', '2021-05-13 00:51:08', '29871720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210017', 'KH88936', '2020-10-03 02:28:14', '40818600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210018', 'KH48018', '2020-08-22 07:52:33', '19250145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210019', 'KH21119', '2020-12-01 09:25:44', '45363195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210020', 'KH58402', '2020-08-14 07:22:23', '118880595')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210021', 'KH89896', '2021-04-25 05:09:56', '53509995')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210022', 'KH64251', '2020-08-11 00:05:05', '13948695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210023', 'KH20208', '2020-07-05 20:30:52', '34215705')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210024', 'KH35690', '2020-12-11 06:35:13', '28932120')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210025', 'KH28500', '2020-10-18 11:20:54', '58103100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210026', 'KH86764', '2020-09-21 06:27:14', '83607390')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210027', 'KH85345', '2020-09-07 03:28:42', '37151595')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210028', 'KH15004', '2021-05-23 13:43:58', '24532695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210029', 'KH10241', '2021-01-24 07:31:04', '65822760')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210030', 'KH76800', '2020-10-20 04:37:21', '24680250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210031', 'KH42082', '2021-02-26 18:06:28', '21097575')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210032', 'KH30060', '2020-08-25 18:23:18', '36983745')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210033', 'KH08709', '2021-01-31 15:56:44', '43195500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210034', 'KH22449', '2020-08-14 20:54:54', '13599450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210035', 'KH14417', '2021-01-13 18:33:34', '49455450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210036', 'KH79353', '2020-05-28 19:33:34', '20949795')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210037', 'KH88909', '2021-03-17 03:04:19', '35522820')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210038', 'KH32838', '2020-11-13 13:35:53', '32344920')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210039', 'KH38565', '2020-08-02 20:09:47', '22847850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210040', 'KH86459', '2021-03-14 18:13:19', '27639900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210041', 'KH74512', '2021-05-15 00:01:30', '36090000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210042', 'KH49872', '2020-11-09 20:31:24', '29601045')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210043', 'KH86263', '2021-05-02 05:46:17', '44345720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210044', 'KH84965', '2020-06-17 07:07:20', '42679125')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210045', 'KH63701', '2021-05-16 15:27:14', '27898605')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210046', 'KH27196', '2021-03-03 07:24:47', '113790420')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210047', 'KH74160', '2021-03-26 09:44:21', '69850485')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210048', 'KH07674', '2021-04-15 10:49:58', '31218615')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210049', 'KH70585', '2020-06-04 01:38:19', '47622195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210050', 'KH64555', '2020-12-14 22:20:44', '25501365')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210051', 'KH08661', '2020-11-27 00:54:38', '19032480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210052', 'KH24727', '2020-05-23 05:03:50', '140566500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210053', 'KH51662', '2021-05-01 02:23:50', '39732795')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210054', 'KH56651', '2020-07-25 21:16:47', '109443060')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210055', 'KH20513', '2020-10-29 14:00:30', '31111200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210056', 'KH45227', '2020-08-26 21:00:40', '97369560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210057', 'KH66009', '2020-09-06 14:00:13', '53840295')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210058', 'KH67714', '2020-11-13 01:57:55', '19205190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210059', 'KH20581', '2021-06-20 01:17:07', '84059955')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210060', 'KH61437', '2020-11-16 12:33:41', '19489950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210061', 'KH03563', '2021-01-30 09:24:59', '36152505')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210062', 'KH50819', '2021-05-24 04:27:31', '39392145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210063', 'KH77664', '2020-06-23 10:16:19', '259176600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210064', 'KH27426', '2020-12-12 01:09:13', '55583145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210065', 'KH36096', '2021-06-30 21:03:43', '47371950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210066', 'KH69737', '2020-09-04 17:09:00', '59377950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210067', 'KH54992', '2020-06-16 09:42:45', '99060480')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210068', 'KH98229', '2020-08-17 05:39:32', '22730400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210069', 'KH75537', '2020-12-25 19:09:15', '15152400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210070', 'KH51035', '2020-06-11 00:43:08', '61412850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210071', 'KH28545', '2020-08-31 10:51:20', '7211385')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210072', 'KH80039', '2020-08-03 11:02:54', '24458850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210073', 'KH09349', '2021-02-18 20:34:46', '23997735')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210074', 'KH39387', '2020-06-20 14:45:34', '44203950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210075', 'KH99610', '2020-05-30 18:10:25', '17490780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210076', 'KH92508', '2020-07-30 23:14:47', '21297015')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210077', 'KH58597', '2020-08-21 00:27:04', '79438500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210078', 'KH51772', '2020-07-16 10:35:32', '80737650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210079', 'KH51877', '2021-05-05 09:38:11', '26821395')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210080', 'KH95098', '2020-09-10 09:15:25', '19890000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210081', 'KH66852', '2020-05-09 07:39:34', '23052825')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210082', 'KH93917', '2020-05-21 17:59:06', '14642910')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210083', 'KH81710', '2020-09-20 21:24:30', '32287860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210084', 'KH79011', '2021-01-04 11:05:40', '26794800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210085', 'KH71824', '2021-03-13 07:43:12', '12810375')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210086', 'KH21879', '2020-12-25 11:52:48', '20550555')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210087', 'KH77464', '2020-09-25 20:13:11', '17426250')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210088', 'KH48320', '2020-11-24 01:27:40', '25775910')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210089', 'KH58731', '2020-07-10 20:07:53', '31531950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210090', 'KH32853', '2020-07-18 22:50:56', '31414500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210091', 'KH13511', '2021-02-24 23:16:24', '65583900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210092', 'KH56269', '2020-06-12 22:47:12', '39964860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210093', 'KH56157', '2021-04-30 03:19:23', '20560095')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210094', 'KH31638', '2020-12-04 07:25:04', '26955000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210095', 'KH61566', '2021-02-19 12:25:58', '45845750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210096', 'KH71836', '2021-03-16 23:10:54', '40094550')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210097', 'KH99394', '2020-10-15 16:40:43', '54899145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210098', 'KH99819', '2021-05-31 19:13:05', '37767600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210099', 'KH48449', '2020-12-27 14:40:41', '6314310')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210100', 'KH16523', '2020-05-16 11:44:44', '133933600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210101', 'KH87713', '2020-08-01 21:41:25', '64184715')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210102', 'KH39183', '2021-03-28 15:44:24', '179299440')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210103', 'KH07052', '2021-05-19 17:36:45', '55483740')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210104', 'KH40527', '2020-12-29 00:03:32', '119916000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210105', 'KH93510', '2020-07-27 16:33:50', '51064840')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210106', 'KH82867', '2020-07-06 07:16:09', '1028070')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210107', 'KH76571', '2020-06-06 05:45:54', '47966880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210108', 'KH92113', '2020-10-09 22:42:13', '86064300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210109', 'KH07080', '2021-03-08 03:51:55', '29077560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210110', 'KH33690', '2020-06-15 14:55:33', '24806925')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210111', 'KH83171', '2021-01-24 20:20:53', '58603545')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210112', 'KH58352', '2020-06-04 03:10:13', '22950000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210113', 'KH79309', '2020-12-27 01:53:25', '65847200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210114', 'KH87339', '2021-02-10 14:15:10', '52795080')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210115', 'KH04889', '2020-05-07 04:11:50', '21999870')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210116', 'KH12775', '2021-02-01 08:28:03', '44406090')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210117', 'KH83560', '2021-02-17 20:08:58', '9202050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210118', 'KH75892', '2021-03-24 04:57:57', '136378680')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210119', 'KH56766', '2021-02-03 03:15:26', '31832190')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210120', 'KH02619', '2020-07-29 21:02:25', '10099575')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210121', 'KH72656', '2021-03-27 06:02:03', '120108880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210122', 'KH97298', '2020-10-30 03:55:56', '55562445')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210123', 'KH62152', '2021-05-06 20:57:17', '210769560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210124', 'KH74246', '2020-07-30 03:26:12', '144960600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210125', 'KH87155', '2021-06-30 16:05:48', '23355000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210126', 'KH87373', '2020-05-17 16:45:49', '67285800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210127', 'KH52946', '2021-04-27 10:51:01', '118628950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210128', 'KH68874', '2021-03-25 01:03:18', '17044065')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210129', 'KH59935', '2020-11-08 10:01:42', '27316620')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210130', 'KH05143', '2020-11-25 20:06:43', '45385695')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210131', 'KH29393', '2020-11-11 06:50:19', '62599545')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210132', 'KH60858', '2020-07-16 08:22:03', '206033800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210133', 'KH07526', '2020-08-31 22:11:38', '20828385')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210134', 'KH28813', '2020-11-21 10:39:17', '8388720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210135', 'KH35937', '2020-10-10 04:32:16', '117003600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210136', 'KH52034', '2020-07-07 04:39:26', '65291400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210137', 'KH70296', '2021-05-26 11:13:28', '15594435')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210138', 'KH98558', '2020-11-03 06:26:35', '25295400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210139', 'KH00844', '2020-12-06 14:19:07', '52916355')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210140', 'KH74605', '2020-07-17 02:53:20', '33960645')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210141', 'KH59164', '2021-04-12 19:33:36', '21421350')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210142', 'KH85090', '2020-08-26 12:26:12', '64098900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210143', 'KH15638', '2021-06-25 08:02:37', '12168315')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210144', 'KH51708', '2020-08-09 07:11:40', '32097105')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210145', 'KH72457', '2021-06-05 22:53:44', '1777860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210146', 'KH72399', '2020-05-07 10:56:20', '6373530')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210147', 'KH00654', '2020-09-18 10:38:33', '5017320')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210148', 'KH86051', '2021-05-02 16:34:17', '32620950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210149', 'KH54922', '2020-09-23 03:48:19', '68093145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210150', 'KH19321', '2020-12-04 11:14:53', '50881050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210151', 'KH61070', '2020-11-18 04:22:05', '39821085')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210152', 'KH42263', '2021-01-12 20:36:24', '76553370')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210153', 'KH28353', '2020-07-29 06:07:10', '66356595')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD210154', 'KH37607', '2021-02-08 20:35:33', '58785750')
