INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330001', 'KH65961', '2020-07-24 09:35:18', '105318540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330002', 'KH70713', '2021-06-06 18:25:42', '59182650')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330003', 'KH92647', '2021-03-17 08:41:58', '55140100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330004', 'KH76820', '2020-12-24 12:42:07', '38384800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330005', 'KH25351', '2020-07-02 18:41:48', '43062600')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330006', 'KH07637', '2020-05-14 17:29:17', '66100000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330007', 'KH40459', '2020-07-01 13:04:27', '115949200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330008', 'KH96348', '2020-10-23 22:14:37', '19263060')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330009', 'KH01581', '2020-06-27 14:57:32', '7263000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330010', 'KH22196', '2020-10-04 23:17:23', '73662400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330011', 'KH65194', '2020-10-16 23:07:55', '117527720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330012', 'KH90313', '2020-06-06 15:54:26', '51587145')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330013', 'KH43948', '2021-06-03 21:23:09', '66505700')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330014', 'KH41964', '2020-11-19 18:41:38', '54372880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330015', 'KH86358', '2021-01-23 02:36:04', '25558560')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330016', 'KH87655', '2020-11-09 11:49:11', '20312200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330017', 'KH62638', '2021-05-10 12:58:10', '28803240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330018', 'KH44097', '2020-07-21 23:04:32', '86166300')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330019', 'KH88022', '2020-05-13 12:59:35', '118088000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330020', 'KH45359', '2020-11-26 06:15:22', '95960000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330021', 'KH47416', '2020-12-06 13:38:17', '2419290')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD330022', 'KH63258', '2020-09-14 11:54:45', '64707640')
