INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370001', 'KH83640', '2020-11-16 13:20:58', '9103950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370002', 'KH45016', '2020-05-04 00:59:17', '14332500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370003', 'KH29832', '2021-01-11 19:06:26', '38588625')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370004', 'KH36286', '2021-06-08 09:57:14', '125696160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370005', 'KH35088', '2021-04-02 07:30:03', '80959500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370006', 'KH65307', '2020-06-18 17:56:29', '27732150')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370007', 'KH32225', '2021-04-05 10:37:27', '49117950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370008', 'KH76738', '2020-05-03 03:27:21', '49864950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370009', 'KH28436', '2020-09-19 04:23:28', '9733500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370010', 'KH86995', '2021-01-05 18:44:47', '45549495')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370011', 'KH16326', '2021-02-23 19:54:49', '13662495')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370012', 'KH81751', '2020-10-14 10:55:25', '26118450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370013', 'KH52698', '2021-01-25 03:50:05', '90130500')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370014', 'KH91660', '2021-06-12 13:32:41', '44897400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370015', 'KH91743', '2020-09-09 08:29:41', '16277895')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370016', 'KH12384', '2021-06-06 10:13:07', '48042000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370017', 'KH69787', '2020-12-02 21:56:46', '20403900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370018', 'KH42599', '2021-06-24 23:31:08', '40585095')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD370019', 'KH47219', '2020-12-13 02:01:07', '120543300')
