INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310001', 'KH75856', '2020-09-01 14:54:54', '121093440')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310002', 'KH85641', '2021-03-26 06:02:16', '103653000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310003', 'KH30937', '2021-03-17 10:47:58', '16024860')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310004', 'KH25927', '2021-05-30 17:47:54', '51482640')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310005', 'KH15640', '2021-04-28 00:47:14', '64206540')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310006', 'KH66494', '2020-08-20 02:32:40', '95327460')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310007', 'KH43372', '2021-03-26 00:49:28', '93966780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310008', 'KH55660', '2021-04-18 15:24:28', '108717240')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310009', 'KH31326', '2020-09-02 03:21:56', '73990800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310010', 'KH12701', '2020-10-09 06:16:20', '131668440')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310011', 'KH64736', '2020-08-05 08:13:34', '64939140')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310012', 'KH28745', '2020-05-25 03:13:04', '152432100')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310013', 'KH99989', '2021-03-14 16:18:50', '45976200')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310014', 'KH17973', '2020-09-28 18:32:51', '89772000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310015', 'KH82685', '2021-02-20 04:00:46', '37662000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310016', 'KH04010', '2021-02-01 05:49:40', '147557040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310017', 'KH40308', '2020-10-12 06:47:29', '68850000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310018', 'KH07718', '2021-05-30 07:56:07', '97797450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310019', 'KH26083', '2020-06-23 16:57:27', '120819000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310020', 'KH46621', '2021-05-10 11:41:11', '19943415')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310021', 'KH63666', '2020-09-03 14:49:33', '233885160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310022', 'KH25844', '2021-01-20 00:41:05', '118985040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310023', 'KH50638', '2020-06-14 17:11:41', '20161000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310024', 'KH46505', '2021-03-10 19:53:13', '127881880')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310025', 'KH86700', '2021-04-26 22:54:09', '65187630')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310026', 'KH07135', '2020-11-20 18:34:40', '176479440')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310027', 'KH80433', '2020-08-14 04:31:09', '133627900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310028', 'KH26034', '2020-05-27 09:44:59', '93708000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD310029', 'KH25360', '2020-10-10 16:08:18', '74261910')
