INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130001', 'KH17084', '2020-06-13 06:36:16', '20799720')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130002', 'KH23537', '2021-04-30 13:20:12', '16029990')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130003', 'KH22418', '2020-12-31 19:58:50', '73508580')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130004', 'KH71473', '2021-02-28 04:04:23', '34327800')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130005', 'KH05317', '2021-04-22 06:58:54', '51696000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130006', 'KH77719', '2021-03-25 17:01:42', '73602000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130007', 'KH65640', '2020-09-26 05:42:14', '21851955')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130008', 'KH55358', '2021-03-01 02:21:43', '80942400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130009', 'KH35701', '2021-03-02 23:48:09', '113012040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130010', 'KH86781', '2020-10-28 00:12:45', '29190780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130011', 'KH60241', '2021-03-16 16:42:40', '64236780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130012', 'KH72620', '2020-09-24 18:40:43', '60672780')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130013', 'KH65193', '2021-02-19 20:57:31', '155562000')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130014', 'KH62526', '2020-10-16 05:18:27', '87896070')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130015', 'KH68115', '2020-08-31 21:07:27', '38290050')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD130016', 'KH00188', '2021-05-16 21:13:55', '18554580')
