INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380001', 'KH83655', '2021-04-27 06:48:51', '111420810')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380002', 'KH87988', '2020-10-30 06:45:11', '26626950')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380003', 'KH95409', '2020-09-30 14:29:34', '8214885')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380004', 'KH20920', '2021-04-07 08:06:46', '20907900')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380005', 'KH29452', '2021-02-20 15:43:02', '38633850')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380006', 'KH21848', '2021-06-22 14:22:05', '125489040')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380007', 'KH48657', '2020-08-28 14:11:01', '22753620')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380008', 'KH11641', '2021-05-01 21:19:59', '15195195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380009', 'KH16727', '2020-08-01 05:16:57', '28823400')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380010', 'KH89967', '2021-03-11 21:54:59', '38712195')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380011', 'KH09740', '2021-01-07 01:35:58', '137819160')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380012', 'KH40360', '2021-02-01 13:31:28', '98928450')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380013', 'KH10395', '2020-11-22 05:01:07', '10134765')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380014', 'KH71050', '2020-10-16 14:20:53', '60414750')
INSERT INTO HoaDon (MaHD, MaKH, NgayLap, TongTien) VALUES ('HD380015', 'KH94883', '2020-08-01 08:24:24', '62158095')
